user_num;top_num;top_title;idactivite;tache
16;221;electoral college 2008 us presidential results;e35d7920-f06c-4470-bf2d-c400c57580c3;1
16;222;male menopause symptoms;90f91597-cdf5-4a80-972d-cdab2c065ad7;1
16;225;black and gold air jordan;da49f420-a6f7-4fce-b30b-b634932b7910;1
16;226;Attractions in Traverse City Michigan;1a2a5a5a-0ac3-444a-a306-281ab1fe6c8d;2
16;229;Beef stroganoff complete recipe;59b6251b-6a2e-4556-98c0-6dc5657e2c93;1
16;235;how to get a ham radio license;c003e2a1-ea45-4be6-9aac-a0e581f327ab;1
16;240;US presidents;b2fd330a-f242-4d4d-a948-4c29b9649453;2
16;241;what is wiki;3235a4ed-9840-4573-badb-b47e06b0dc58;1
16;242;which beans can be substituted for cannellini beans;5c69fab6-9eb4-4f01-b4d8-3a070dbd3716;2
16;246;civil war battles in south carolina;b2c9f31b-c763-42cb-a313-d3042927fa93;2
16;247;Rain Man streaming;024a52c4-c277-409d-b671-4043aaf3d862;2
17;201;raspberry pi;ba5a8ec6-39e7-440e-807d-78c724a42f4b;1
17;202;carl vinson uss;e3846410-14e2-4894-91c0-158c0381e9db;1
17;203;movie review les miserables;034b4bcc-91f3-4f3e-94fd-329e78f6604a;2
17;206;wind power pros and cons;80e7f25c-7153-4636-a6e5-a2f5d779402a;2
17;212;theater systems;266a9beb-8d73-4191-af38-c5cee807ce1f;1
17;216;movies nicolas cage;4cd941ac-7ac7-4e4d-b050-1f2735d34cec;2
17;220;NBA record holders;076c7fc8-9c57-4c29-8f8c-c76f50348b38;2
17;221;results 2008 presidential electoral college;c7f697ee-1a05-427b-a0e1-55674ce4f3c2;1
17;222;symptoms male menopause;0de7e036-bb2d-4f0a-bc08-917e9eee7345;1
17;225;air jordan black and gold;f17beb53-5da3-45fc-bde7-d688658437d8;1
17;226;traverse city michigan attractions;aa83ebc2-06e1-49a5-bf86-2ad74a9f24c8;2
17;229;recipes beef stroganoff;58ec5c14-dc3b-4133-92cc-6a871c1c853d;1
17;235;ham radio license;df640189-0d88-40e6-9ca3-70221b251cc3;1
17;240;US presidents;22b0f6c7-0de9-48b6-81f9-1dab682d751b;2
17;241;what is a wiki site;065f9ede-da69-48cd-ae46-00fe1900bcfa;1
17;242;cannellini beans;7314fbf2-7a71-4a3f-a37a-65a2481409f9;2
17;246;civil war battles south carolina;0a0eaec9-920a-4083-8a59-01c1ba162ad5;2
17;247;Rain main streaming;95927afc-803c-4d3c-a984-9b27e265222e;2
2;251;how to identify spider bites;3b258fff-1e35-4061-b3ad-ac647c7dce9e;1
2;252;history Orcas Island;151ad1a5-82ec-410e-9340-1dcf2179ca4c;2
2;253;treatments tooth abbscess;bce00feb-a0e9-4b7f-bde5-689a780cff36;1
2;255;teddy bears picnics;54991f1f-0284-4d83-8482-06d951ca2c7a;1
2;259;difference carpenter bee;b219cb60-d9a6-4077-8bae-5aa802bff145;1
2;261;soothing sore throat;4c79b68b-3808-46e9-855a-1ffe253df214;1
2;263;scientific theories evolution;3ff249ad-71ab-4706-83d8-188ed0ade7cf;1
2;267;feliz navidad lyrics;61261752-2eb0-4b36-85d4-60419851a2e2;1
2;270;sun tzu quotes;c7fcaf0d-b18a-461a-af05-ab068b0d17ef;1
2;271;halloween activities for middle school children;8198efa5-584d-4ade-a3a3-ed7c4fb5dea7;1
2;273;Wilson Disease Association;9b7c3950-723b-411e-81e6-7fe8059a7d61;1
2;274;golf schools;40fb3fb8-9a07-40b2-924d-ed08c6d6f6e0;1
2;276;history influence of african american music;832a7166-9cf3-4b0e-8881-88f22b72fc97;1
2;277;cast show bewitched;696dab9c-ad21-48ad-b356-e3d59faa9711;2
2;278;lyrics theme song mister roger neighborhood;7d3009a4-a2a5-4fa0-ba15-f91284cf60c9;2
2;282;interplanetary nasa mission;de6babec-2257-4ab8-bf2e-6a8dfa081000;2
2;284;where morel mushrooms grow;56f55181-91b4-431c-abf5-d14c15254616;1
2;285;magnesium rich food;071abcb9-1297-461a-8df4-de2f4d141dba;2
2;286;common treatment schizophrenia;dc33824c-88a0-4bc8-8f00-2f1679788f09;1
2;287;treatment carotid cavernous fistula;53249ae1-3c3e-41b7-aa44-a1135646196a;2
2;289;yoga benefit kid;3725a383-6ad4-43d6-8013-f388a7f5b99b;2
2;291;cities of Sangre de Cristo region;7251325e-0ffd-4ded-b7f8-62ed15f7f9aa;2
2;292;electronic health record evolution;20885868-b1ef-4acd-8031-8e43811efb21;2
2;293;education benefit social network site;533e76c6-8b92-4c7d-bc75-0f36c66f0c5c;2
2;296;where to recycle lead acid batteries;6f9fa3c5-c410-4e6d-8a40-8868f1e9341b;2
2;297;prevent altitude sickness;f1f7bf22-19a3-4c74-a286-884b8ee7199c;2
2;298;health practices jehovah witnesses;b772740a-19a2-4c83-98be-826a0af40058;2
2;300;how to calculate mean;dd76ec82-d068-405b-bf36-9ba0c3d52f21;2
21;251;identify spider bites;ee51a2ab-6e94-447f-9f7c-176744a90a3f;1
21;252;orcas island history;7e50991e-c538-4b3d-8578-22abb3b4e104;2
21;253;treatments for tooth abscess;077590cf-2f8b-4b08-a8c5-f4657d65e6bd;1
21;255;teddy bear picnics;7cbb27e5-94dc-4b20-840a-673463504e91;1
21;259;characteristics of carpenter bees;2095b0da-16f6-45cc-811d-73ad0b790f29;1
21;261;sore throat natural remedies;62a76f6a-2da1-4d89-85e3-fd797ea2c593;1
21;263;evolution theories;9da4cf0c-8ca8-4cc3-8b58-3d19874454fa;1
21;267;feliz navidad lyrics;854bcebf-9221-4bf9-ae25-cf77489b9a4e;1
21;270;sun tzu quotes;788bb8e2-3772-4373-81b1-7d29e6134c59;1
21;271;halloween activities for middle school children;cdbcc732-b7a4-437d-9445-0c987f55bea9;1
21;273;wilson's desease association web site;e6badf83-7a8f-49e2-a1ef-3b8ee426c7f7;1
21;274;golf schools (city);d77bb1ef-bc04-47af-bca0-d03ce8627abb;1
21;276;african american music influence on history;41131a6b-5d6e-4b71-86f5-d9fef55a7567;1
21;277;Bewitched series cast;2ee7fd61-ec51-443b-916f-b47a752416e5;2
21;278;Mister Rogers song lyrics;373f015c-0ece-4f3f-a766-9cc938e480c3;2
21;282;NASA interplanetary missions;28350d5e-4a12-4b11-904c-48e6198a9ed3;2
21;284;best places to find morel mushrooms in its natural habitat;521eec87-4b1d-408d-af7f-eed8904ea423;1
21;285;foods rich in magnesium;66ebd284-934e-49f1-8987-3fc01e55b186;2
21;286;common drugs for schizophrenia stages;432114d3-82a8-491f-9706-b3a752496f06;1
21;287;carotid cavernous fistula treatments;e79533a5-b988-4ed7-a43d-4988de42a882;2
21;289;yoga benefits for kids;0dcd21c7-ac26-4f17-b968-e88b75977c8d;2
21;291;Sangre de Cristo mountains destinations;73bcd053-2410-442a-b5fe-dd9df6139f00;2
21;292;electronic medical record evolution;b9a5afe6-42ee-41a7-96b4-40ba897b6547;2
21;293;social networking sites educational benefits;b4ef9e4e-1473-43bb-a7e8-00aa5d7c5d42;2
21;296;places to recycle lead acid batteries;f8b9cf02-0de7-43d2-b789-6b3f9a564c49;2
21;297;prevent altitude sickness;41b40e20-ef5a-485a-b9ab-c10a72f5892b;2
21;298;medical practices for Jehova's Witnesses religion;631631a6-1d86-4125-997a-60a675e655c5;2
21;300;compute the mean value of a set of numbers;d953232d-b249-471d-b7f6-85430bb54154;2
22;251;caracteristics spider bites;7cfb8fc5-58dc-401e-849a-6b37f746df52;1
22;252;Orcas Island;6e8c0a4f-8140-4e79-9da9-593d5ff7692e;2
22;253;treatments tooth abscess;414672d2-61cc-471b-8413-5df38cd91957;1
22;255;teddy bear picnic;b67703e1-6006-4beb-8d04-794421b254db;1
22;259;carpenter bee;82324e48-f58f-4a9e-9792-1abbeb7301ee;1
22;261;folk treatments sore throat;9f4df4d1-1710-4c5e-8170-2309bda2aa44;1
22;263;scientific theories world evolution;b5d40b08-fb51-42bd-836d-f76c7a9f3e5a;1
22;267;lyrics song feliz navidad;a64561aa-eded-409b-b7e3-ebec81701468;1
22;270;quotes sun tzu;6133ea3b-2de8-4d30-b4e3-8aadc73aac03;1
22;271;halloween activities children;3de8c0be-3032-4ef0-94b6-db647339e201;1
22;273;Wilson Disease Association;a2d20530-8f89-47c7-a3b3-2ce2477fc6af;1
22;274;golf instruction;2a90bb45-de06-41f4-897e-e337858b6a46;1
22;276;African American music influence;b0647e83-f373-46b7-991f-cd6359482feb;1
22;277;casting Betwitched show;ac89468a-968f-4176-b611-194293e147ad;2
22;278;lyrics Mister Rogers| Neighborhood;ec5e49d0-959d-4aed-9008-83188f133490;2
22;282;nasa missions;4bdcf714-50d5-4cf8-8e1c-3b7b62ae9c52;2
22;284;places morel mushrooms grow;8fe20d68-b00a-438f-b131-868f87a48f3f;1
22;285;food rich magnesium;7688d2d0-f96c-4188-8aec-e1c9d536f87e;2
22;286;drugs treating schizophrenia;a3ee6b7c-23d9-40d8-865a-67711965032f;1
22;287;treatement carotid cavernous fistula;f4dc771d-29b2-45a0-bec7-06803de58e21;2
22;289;benefits yoga kids;fcca75af-5323-4b72-8891-753052c17078;2
22;291;destinations sangre de cristo mountains;f21dd822-28b4-4a60-ab27-2582980c96c6;2
22;292;evolution electronic health medical record;b4f1ed72-a7cb-43df-9d24-47b64a9f034d;2
22;293;benefits education social networks;119a7ecf-27cd-4902-bf57-a960bba87cc1;2
22;296;recycle home acid batteries;3cbdeebb-dd1b-4267-90e1-e492f65c5d05;2
22;297;prevent altitude sickness;c9abd369-cf9a-42d4-ab34-f50466b081b4;2
22;298;health behavior Jehovah Witnesses;3bddf0ba-bd67-49ce-8640-0503e0984733;2
22;300;compute mean numbers;939a5b3a-beae-46d5-aed0-4f6791e8741f;2
23;251;spider bites;52958212-8f13-4bed-8921-1cbbd76c7053;1
23;252;Orcas Island;b5c58f94-33c9-4def-ac2e-d9e6191449df;2
23;253;treatments tooth abscess;aa245e1b-3d50-4966-bf83-86fd895379f9;1
23;255;teddy bears picnics;f5aef49c-9071-44d4-98bf-5706c936d766;1
23;259;carpenter bee differences;4e891c9d-f771-4f21-9014-be64d9aa7cc8;1
23;261;remedies sore throat;dacbca2e-9025-4367-819b-1ada1cce8337;1
23;263;theories of evolution;ab14a7e5-8763-431d-b871-985e5f8c40be;1
23;267;feliz navidad song lyrics;7c140167-ad5e-4b05-8f7f-7495a3cc715f;1
23;270;sun tzu quotes;3595d4f2-2692-4a84-8038-cdd409ff7b28;1
23;271;hallowen activities for children;6e3040d2-2db8-414b-971d-0f3445c31831;1
23;273;wilson disease association;9b7d7e2f-fcce-4814-b3fa-3a5a0f178bd6;1
23;274;golf school;11801c62-dee0-4b6c-bad4-2164de071e7b;1
23;276;african and american music influence history;fa890177-aea2-4a55-8af7-41ff5a5be199;1
23;277;bewitched cast members;a7ecd70d-e732-4c85-9b2e-19b34ccc1ced;2
23;278;mister rogers neighborhood lyrics;471388ca-9204-433d-b6d9-1f0bf33b492d;2
23;282;interplanetary Nasa missions;69aa8e08-6c3a-4e6d-9fd4-46a555c84057;2
23;284;morel mushrooms places;34dbc768-63c3-4e89-b09c-39a0d28537b2;1
23;285;magnesium in food;b107b818-0b50-4a14-83e5-8d025653c03a;2
23;286;drugs schizophrenia;d6a3ae34-61b2-4527-b6d0-5c16a24f3681;1
23;287;CCFT treatments;e2427e2b-6723-4b00-9f84-d35f30c66e78;2
23;289;benefits of yoga for kids;6ceedfb9-62f6-4e0c-878c-0439ceba3325;2
23;291;Sangre de cristo destinations;7d190b58-648b-4934-8dbf-ac2eb1b624d9;2
23;292;electronic medical record evolution;32a4086c-25aa-4485-9ca8-adac68fe4b0f;2
23;293;educational benefits of social network;bd365aa2-7fa9-4120-9940-d73a0c75b9bb;2
23;296;lead acide batteries recycling;dc51f053-bcb4-44e5-abf0-004085370f0b;2
23;297;prevention of altitude sickness;7579057f-92b8-4420-af36-ae9a05e8398f;2
23;298;medical practices of Jehovahs Witnesses;8826b1d9-a89b-40bc-b766-b0bd6c5e9022;2
23;300;compute mean;33a565e2-fae9-446a-be2c-292a3d148f8d;2
24;251;indentifying spider bites information;4d4b6ca0-a485-4dfa-94b1-26ff6f45441f;1
24;252;orcas island historical information;533878e7-be6f-4492-83eb-26a0ca23b095;2
24;253;tooth abscess treatment;119d5a6f-3d55-4f73-addc-f76d67013582;1
24;255;teddy bears picnics;020fdbf9-5c48-4ab3-9543-7235afef0695;1
24;259;differencing carpenter bee from other bees;f02f06d5-165d-4e29-969c-9bba74821ec8;1
24;261;fols remedies for sore throat;7879c7db-9c0e-451c-b88c-8f9adfd4b9a0;1
24;263;current scientific theories of evolution;61a4ac8e-0ba5-4b0c-ad5a-8170cc2d7f5d;1
24;267;feliz navidad song lyrics;488aae64-6387-4ba7-86a7-6b31cf0531ab;1
24;270;sun tzu's quotes;f4e72822-a810-49c4-8b34-d6ed58128624;1
24;271;halloween activities for middle-school-aged children;c2e621ca-8348-4aa3-907e-03e51fd65f6b;1
24;273;wilsons disease association;89c36961-915b-4ee5-9403-716b1ecf08e8;1
24;274;GOLF SCHOOLS;0545ce01-f3ee-4e70-9b5a-5e8ead5b4aa7;1
24;276;influence of african american music in history;3cb66b75-b56e-4e79-9c1c-c7838bb17433;1
24;277;cast members Bewitched;c7b59c16-5015-4698-899a-5878c5084e56;2
24;278;Mister Rogers| Neighborhood song lyrics;7d006fd9-026e-4bcf-a287-36edd92a8ba8;2
24;282;interplanetary missions NASA;24ad21ad-a10d-4ea6-a07e-82b2baeede0f;2
24;284;growing places of morel mushrooms;0651620a-8d01-46e2-aa68-28c68ff00393;1
24;285;foods rich in magnesium;35c2de22-6c98-4894-acdb-bb6fa4f592db;2
24;286;different stages schizophrenia drugs;4efb559c-2afc-43d2-b6bb-2345d5295697;1
24;287;CCFT treatments;2238be72-02bc-4b24-94e1-249a5de92c00;2
24;289;benefits of yoga on kids;e080b4dd-fb81-41fb-99f2-a068667e1c96;2
24;291;destination within sangre de cristo mountains region;0bdc3d6b-85d0-4b1f-97f2-57565cd4dc38;2
24;292;evolution of electronic medical record;d78cff6a-ce86-45ff-b942-98f87899be91;2
24;293;benefits of social networking sites;9db3fe82-90b7-4203-bd6e-68862e17fd9f;2
24;296;where recycling lead acid batteries;0129fdb9-aa43-4de1-94c4-630e7fd8bcf7;2
24;297;altitude sickness;fbd2b505-fac5-46e2-a7fe-fe9adaf4edf3;2
24;298;jehovas witnesses religion health care;d42bc734-afc9-49d4-8f88-f2cf90008487;2
24;300;compute the mean of a set of numbers;46d2c91a-a871-4187-acc0-6d03e03dbbe0;2
25;251;detect spider bites;7dc63589-c75b-4f29-98d2-947a44398730;1
25;252;orcas island history;96d0e4c5-2198-4429-974e-b7403960455e;2
25;253;tooth abscess treatment;12e7ab00-87fc-469d-b188-fbef5cf4719b;1
25;255;teddy bear picnics;3cfd3e89-5ba9-4232-a3d5-24643b6cf4ae;1
